operaciones_ult_12m;gastos_ult_12m;limite_credito_tc;antiguedad_cliente;tasa_interes;ingresos;pct_ingreso;antiguedad_empleado;edad;importe_solicitado;duracion_credito;situacion_vivienda;objetivo_credito;falta_pago;estado_cliente;genero;nivel_educativo;personas_a_cargo
50_a_75;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;6000;4;HIPOTECA;SALUD;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;1000;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;;20k_a_50k;hasta_20;menor_10;menor_25;1075;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;mayor_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;6000;3;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1100;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;mayor_4y;hasta_7p;20k_a_50k;hasta_20;NA;25_a_30;1100;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;1150;2;ALQUILER;INVERSIONES;N;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;5_a_10;menor_25;1200;4;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;5.0
50_a_75;2k_a_4k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1000;2;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;hasta_20k;hasta_20;NA;menor_25;1200;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;NA;menor_25;2000;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
15_a_30;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1200;2;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1200;2;ALQUILER;PERSONAL;N;ACTIVO;M;DESCONOCIDO;2.0
50_a_75;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;3000;3;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1200;4;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1200;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1200;4;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
15_a_30;2k_a_4k;5k_a_10k;menor_2y;;20k_a_50k;20_a_40;5_a_10;menor_25;7500;4;PROPIA;EDUCACIÓN;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;3.0
15_a_30;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1200;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;menor_2y;7p_a_15p;hasta_20k;hasta_20;5_a_10;25_a_30;1200;2;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;mayor_4y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1200;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;9600;2;HIPOTECA;SALUD;Y;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;5_a_10;menor_25;1200;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;NA;menor_25;5000;4;PROPIA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;6400;2;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;2;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_10;menor_25;1200;2;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;4800;2;PROPIA;SALUD;N;ACTIVO;F;POSGRADO_COMPLETO;2.0
50_a_75;2k_a_4k;5k_a_10k;menor_2y;15p_a_20p;20k_a_50k;hasta_20;menor_10;menor_25;1000;3;HIPOTECA;MEJORAS_HOGAR;Y;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;4;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;F;SECUNDARIO_COMPLETO;0.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1200;2;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;5.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;3;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;10800;3;PROPIA;INVERSIONES;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0
30_a_50;2k_a_4k;mayor_10k;menor_2y;hasta_7p;20k_a_50k;hasta_20;NA;25_a_30;3000;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;3.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;7750;3;PROPIA;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;1200;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;4;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1200;2;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;2;ALQUILER;SALUD;Y;PASIVO;F;SECUNDARIO_COMPLETO;5.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;NA;menor_25;4000;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;menor_10;menor_25;6000;4;PROPIA;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;5.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;2;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1200;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;1200;3;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_10;menor_25;1200;4;ALQUILER;SALUD;N;ACTIVO;M;POSGRADO_INCOMPLETO;4.0
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_10;menor_25;1200;4;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_10;25_a_30;3025;2;HIPOTECA;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
15_a_30;2k_a_4k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1200;4;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;0.0
30_a_50;2k_a_4k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1200;2;ALQUILER;EDUCACIÓN;N;PASIVO;F;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;3;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;2.0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;5_a_10;menor_25;1200;4;ALQUILER;INVERSIONES;N;ACTIVO;M;DESCONOCIDO;1.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1200;4;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;M;POSGRADO_INCOMPLETO;1.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;1200;4;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;1200;2;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;2.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;NA;25_a_30;1200;4;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;;20k_a_50k;20_a_40;5_a_10;menor_25;10000;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;POSGRADO_INCOMPLETO;0.0
50_a_75;2k_a_4k;mayor_10k;menor_2y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;9475;3;PROPIA;SALUD;N;ACTIVO;M;POSGRADO_INCOMPLETO;1.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1200;3;ALQUILER;SALUD;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_10;menor_25;1200;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;5k_a_10k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;1200;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;;20k_a_50k;40_a_60;menor_10;menor_25;12000;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;5000;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;1200;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;menor_25;1200;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;1200;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;7500;2;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;POSGRADO_COMPLETO;4.0
30_a_50;2k_a_4k;mayor_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;1200;3;ALQUILER;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
30_a_50;2k_a_4k;5k_a_10k;mayor_4y;;50k_a_100k;hasta_20;5_a_10;menor_25;1200;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;POSGRADO_COMPLETO;0.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_10;menor_25;1200;2;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;2.0
30_a_50;2k_a_4k;menor_3k;menor_2y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1300;2;ALQUILER;EDUCACIÓN;N;ACTIVO;M;POSGRADO_INCOMPLETO;1.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;1300;4;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1300;4;ALQUILER;SALUD;Y;ACTIVO;F;DESCONOCIDO;0.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;hasta_7p;50k_a_100k;hasta_20;mayor_10;25_a_30;1300;3;ALQUILER;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;1300;2;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;M;POSGRADO_INCOMPLETO;1.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;15p_a_20p;20k_a_50k;20_a_40;5_a_10;25_a_30;8000;2;OTROS;SALUD;Y;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;1300;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;mayor_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;1300;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;1325;2;ALQUILER;EDUCACIÓN;Y;ACTIVO;F;DESCONOCIDO;1.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1325;4;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;5.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1325;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
30_a_50;2k_a_4k;5k_a_10k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;mayor_10;25_a_30;2750;2;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;1325;3;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1350;2;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_10;25_a_30;1350;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;1350;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;menor_10;menor_25;1400;4;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;3725;2;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;mayor_10k;menor_2y;15p_a_20p;hasta_20k;hasta_20;menor_10;menor_25;1400;3;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;;20k_a_50k;hasta_20;5_a_10;menor_25;1925;3;HIPOTECA;INVERSIONES;N;ACTIVO;M;DESCONOCIDO;1.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;8000;3;HIPOTECA;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;5175;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;POSGRADO_INCOMPLETO;1.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;NA;25_a_30;9000;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
50_a_75;2k_a_4k;menor_3k;menor_2y;15p_a_20p;20k_a_50k;hasta_20;5_a_10;menor_25;1400;4;ALQUILER;SALUD;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;0.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;1400;2;ALQUILER;SALUD;N;ACTIVO;M;POSGRADO_COMPLETO;1.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;;20k_a_50k;20_a_40;5_a_10;menor_25;6300;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;POSGRADO_COMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1400;4;ALQUILER;SALUD;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;4.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;1400;3;ALQUILER;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;1400;4;ALQUILER;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;3500;4;OTROS;SALUD;N;ACTIVO;M;DESCONOCIDO;1.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;1400;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;2.0
15_a_30;2k_a_4k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;NA;25_a_30;1400;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
50_a_75;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;2000;2;HIPOTECA;PERSONAL;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;2500;3;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;7000;4;PROPIA;SALUD;N;ACTIVO;M;DESCONOCIDO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1400;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;POSGRADO_COMPLETO;4.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;40_a_60;menor_10;25_a_30;11500;4;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;8400;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;20_a_40;5_a_10;menor_25;6000;2;HIPOTECA;SALUD;Y;ACTIVO;F;DESCONOCIDO;1.0
30_a_50;2k_a_4k;menor_3k;menor_2y;;mayor_100k;hasta_20;menor_10;menor_25;1400;4;ALQUILER;MEJORAS_HOGAR;Y;ACTIVO;F;SECUNDARIO_COMPLETO;0.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;hasta_20k;hasta_20;NA;menor_25;1450;4;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;;20k_a_50k;hasta_20;menor_10;menor_25;1450;3;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_10;menor_25;1450;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
15_a_30;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1450;4;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;NA;menor_25;9800;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;1450;3;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;mayor_100k;hasta_20;menor_10;menor_25;1475;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_10;menor_25;1500;4;ALQUILER;SALUD;Y;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;1500;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;2.0
50_a_75;2k_a_4k;3k_a_5k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;1500;3;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;3.0
75_a_100;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;1500;4;ALQUILER;PERSONAL;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;;20k_a_50k;20_a_40;menor_10;menor_25;10000;2;PROPIA;SALUD;N;ACTIVO;M;DESCONOCIDO;5.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;;20k_a_50k;hasta_20;menor_10;menor_25;1500;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;5.0
